month,track_id,spotify_streams,spotify_revenue,youtube_streams,youtube_revenue,apple_streams,apple_revenue,publishing_revenue,neighboring_rights_revenue,sync_revenue,other_revenue,total_revenue
2023-12,TRK_H_031,88097,176.19,84133,168.27,39170,78.34,,26.09,11.89,41.08,501.86
2023-12,TRK_H_032,78817,157.64,76863,153.73,39870,79.74,,26.15,9.1,43.79,470.15
2023-12,TRK_H_033,36852,73.7,37571,75.14,18387,36.78,,12.78,5.44,20.63,224.47
2023-12,TRK_H_034,114401,228.8,122480,244.96,62492,124.98,,39.69,18.28,66.12,722.83
2023-12,TRK_H_035,45552,91.11,41030,82.06,20348,40.7,,13.0,5.23,22.83,254.93
2023-12,TRK_H_036,68046,136.09,58998,118.0,31240,62.48,,20.95,8.08,35.43,381.03
2023-12,TRK_H_037,28186,56.37,29375,58.75,16142,32.29,,10.8,4.18,16.67,179.06
2023-12,TRK_H_038,30815,61.63,32631,65.26,14818,29.64,,9.37,3.74,17.26,186.9
2023-12,TRK_H_039,106584,213.17,105105,210.21,53367,106.74,,38.72,16.35,65.48,650.67
2023-12,TRK_H_040,16427,32.85,16195,32.39,7980,15.96,,5.42,2.15,8.13,96.9
2024-01,TRK_H_001,606309,1212.62,635166,1270.33,309300,618.6,,212.16,77.68,315.84,3707.23
2024-01,TRK_H_002,386489,772.98,392496,784.99,196571,393.14,,118.89,46.73,195.76,2312.49
2024-01,TRK_H_003,85638,171.28,82248,164.5,42280,84.56,,26.75,10.91,46.93,504.93
2024-01,TRK_H_004,51928,103.86,55129,110.26,28922,57.84,,17.47,6.65,29.97,326.05
2024-01,TRK_H_005,30525,61.05,28467,56.94,14438,28.88,,10.16,3.74,17.36,178.13
2024-01,TRK_H_006,101533,203.07,86246,172.49,48942,97.88,,29.94,11.25,50.14,564.77
2024-01,TRK_H_007,29614,59.23,27523,55.05,14339,28.68,,9.09,3.5,14.65,170.2
2024-01,TRK_H_008,42990,85.98,39902,79.8,20434,40.87,,13.09,5.76,20.56,246.06
2024-01,TRK_H_009,75490,150.98,72176,144.35,31088,62.18,,21.37,10.1,38.66,427.64
2024-01,TRK_H_010,76639,153.28,69797,139.6,33581,67.16,,24.83,9.59,35.17,429.63
2024-01,TRK_H_011,85210,170.42,85105,170.21,42816,85.63,,29.59,11.36,43.64,510.85
2024-01,TRK_H_012,67295,134.59,65402,130.81,37238,74.48,,21.16,9.66,38.01,408.71
2024-01,TRK_H_013,86442,172.89,84837,169.68,38678,77.36,,25.33,10.88,39.96,496.1
2024-01,TRK_H_014,33749,67.5,35991,71.98,16506,33.01,,11.56,4.85,18.29,207.19
2024-01,TRK_H_015,36905,73.81,39225,78.45,22028,44.06,,12.76,4.93,21.37,235.38
2024-01,TRK_H_016,42135,84.27,43183,86.37,20508,41.02,,12.61,5.0,20.93,250.2
2024-01,TRK_H_017,99469,198.94,87186,174.37,51917,103.83,,31.71,11.85,46.31,567.01
2024-01,TRK_H_018,21236,42.47,21371,42.74,10767,21.54,,7.89,3.29,12.35,130.28
2024-01,TRK_H_019,107223,214.45,121949,243.9,54365,108.73,,41.01,15.43,56.81,680.33
2024-01,TRK_H_020,58220,116.44,59351,118.7,31341,62.68,,19.76,7.94,34.24,359.76
2024-01,TRK_H_021,106419,212.84,106021,212.04,52939,105.88,,37.23,13.4,55.16,636.55
2024-01,TRK_H_022,61003,122.01,71073,142.15,35330,70.66,,22.54,8.15,37.28,402.79
2024-01,TRK_H_023,39251,78.5,45489,90.98,19332,38.67,,14.34,5.31,23.34,251.14
2024-01,TRK_H_024,112446,224.89,108116,216.23,49301,98.6,,37.21,12.64,54.49,644.06
2024-01,TRK_H_025,28977,57.96,27722,55.45,13820,27.64,,10.01,4.12,16.18,171.36
2024-01,TRK_H_026,45393,90.79,50848,101.7,22403,44.81,,15.41,5.97,22.52,281.2
2024-01,TRK_H_027,45281,90.56,46048,92.1,26211,52.42,,15.8,7.12,24.35,282.35
2024-01,TRK_H_028,49620,99.24,43497,86.99,22685,45.37,,13.85,5.84,25.65,276.94
2024-01,TRK_H_029,100084,200.17,115207,230.41,58644,117.29,,35.24,14.66,59.78,657.55
2024-01,TRK_H_030,22130,44.26,23072,46.14,12296,24.59,,8.11,2.95,12.11,138.16
2024-01,TRK_H_031,73642,147.28,73759,147.52,36577,73.15,,21.83,8.95,36.81,435.54
2024-01,TRK_H_032,53898,107.8,60053,120.11,28927,57.85,,21.17,8.3,28.41,343.64
2024-01,TRK_H_033,43008,86.02,44381,88.76,20034,40.07,,14.37,5.96,22.19,257.37
2024-01,TRK_H_034,79968,159.94,87493,174.99,46830,93.66,,32.15,11.97,46.65,519.36
2024-01,TRK_H_035,35858,71.72,37185,74.37,19590,39.18,,12.6,4.69,19.36,221.92
2024-01,TRK_H_036,58003,116.01,59138,118.28,33242,66.48,,18.89,8.58,31.28,359.52
2024-01,TRK_H_037,28225,56.45,26111,52.22,12211,24.42,,9.21,3.51,13.34,159.15
2024-01,TRK_H_038,36933,73.87,35434,70.87,16502,33.0,,10.65,4.61,19.68,212.68
2024-01,TRK_H_039,70798,141.6,79209,158.42,42262,84.52,,25.6,10.22,39.8,460.16
2024-01,TRK_H_040,19625,39.25,20554,41.11,10585,21.17,,6.14,2.54,9.95,120.16
2024-02,TRK_H_001,710472,1420.94,662580,1325.16,327560,655.12,,244.26,89.98,322.96,4058.42
2024-02,TRK_H_002,317091,634.18,314831,629.66,157617,315.23,,112.11,45.95,194.54,1931.67
2024-02,TRK_H_003,104427,208.86,100061,200.12,55805,111.61,,34.35,15.74,59.71,630.39
2024-02,TRK_H_004,63061,126.12,65790,131.58,33768,67.54,,19.26,8.02,32.46,384.98
2024-02,TRK_H_005,32706,65.41,28746,57.49,14314,28.63,,9.35,3.68,16.96,181.52
2024-02,TRK_H_006,66109,132.22,71914,143.83,32311,64.62,,22.41,9.38,37.46,409.92
2024-02,TRK_H_007,31070,62.14,31217,62.43,14598,29.2,,9.21,4.27,16.34,183.59
2024-02,TRK_H_008,50609,101.22,46790,93.58,26204,52.41,,18.25,6.07,26.65,298.18
2024-02,TRK_H_009,56573,113.15,55776,111.55,27065,54.13,,21.89,8.24,31.9,340.86
2024-02,TRK_H_010,83025,166.05,79763,159.53,42257,84.52,,29.89,10.15,46.26,496.4
2024-02,TRK_H_011,63514,127.03,65582,131.17,33842,67.69,,23.75,9.22,34.88,393.74
2024-02,TRK_H_012,101730,203.46,98494,196.99,53470,106.94,,30.6,11.84,57.07,606.9
2024-02,TRK_H_013,110919,221.84,101080,202.16,51838,103.68,,34.14,12.74,51.01,625.57
2024-02,TRK_H_014,31555,63.11,35098,70.2,17040,34.08,,11.3,4.56,16.26,199.51
2024-02,TRK_H_015,40335,80.67,45319,90.64,19680,39.36,,14.92,5.45,21.33,252.37
2024-02,TRK_H_016,32153,64.31,31806,63.61,17136,34.27,,10.41,4.72,16.52,193.84
2024-02,TRK_H_017,98950,197.9,93138,186.28,46663,93.33,,32.43,14.28,52.78,577.0
2024-02,TRK_H_018,24832,49.66,23075,46.15,11571,23.14,,8.26,3.19,13.06,143.46
2024-02,TRK_H_019,103988,207.98,118010,236.02,59090,118.18,,34.43,14.55,60.56,671.72
2024-02,TRK_H_020,56606,113.21,58257,116.52,30170,60.34,,19.45,8.14,29.7,347.36
2024-02,TRK_H_021,77637,155.27,92519,185.04,43531,87.06,,26.84,10.69,48.79,513.69
2024-02,TRK_H_022,75656,151.31,80504,161.01,37981,75.96,,23.65,9.89,38.34,460.16
2024-02,TRK_H_023,39795,79.59,36241,72.48,17615,35.23,,13.62,5.26,19.04,225.22
2024-02,TRK_H_024,68233,136.47,78426,156.85,39060,78.12,,23.31,8.8,35.94,439.49
2024-02,TRK_H_025,30797,61.6,32695,65.39,15915,31.83,,11.98,4.1,18.34,193.24
2024-02,TRK_H_026,47103,94.21,43588,87.18,22694,45.39,,14.54,6.39,25.34,273.05
2024-02,TRK_H_027,43234,86.47,41697,83.39,19409,38.82,,12.59,5.15,21.06,247.48
2024-02,TRK_H_028,57085,114.17,52359,104.72,25839,51.68,,19.61,7.94,31.75,329.87
2024-02,TRK_H_029,116902,233.81,111980,223.96,56219,112.44,,34.99,14.56,61.41,681.17
2024-02,TRK_H_030,24469,48.94,22131,44.26,10830,21.66,,8.29,3.04,13.98,140.17
2024-02,TRK_H_031,60704,121.41,55217,110.43,31474,62.95,,20.5,7.6,28.57,351.46
2024-02,TRK_H_032,58319,116.64,64232,128.46,27984,55.97,,21.46,8.97,30.31,361.81
2024-02,TRK_H_033,48640,97.28,54399,108.8,27006,54.01,,18.83,7.51,25.93,312.36
2024-02,TRK_H_034,121910,243.82,105293,210.59,52884,105.77,,37.66,15.63,64.69,678.16
2024-02,TRK_H_035,47908,95.82,51628,103.26,23275,46.55,,16.73,7.14,29.0,298.5
2024-02,TRK_H_036,71337,142.67,72038,144.08,32337,64.67,,21.54,8.94,34.29,416.19
2024-02,TRK_H_037,38180,76.36,37632,75.26,17689,35.38,,13.2,4.81,19.8,224.81
2024-02,TRK_H_038,35502,71.01,35581,71.16,16780,33.56,,11.87,4.89,21.39,213.88
2024-02,TRK_H_039,106476,212.95,108994,217.99,52508,105.02,,34.31,14.37,60.62,645.26
2024-02,TRK_H_040,15180,30.36,15629,31.26,7989,15.98,,5.87,2.18,9.45,95.1
2024-03,TRK_H_001,535428,1070.86,588032,1176.06,281452,562.91,,198.5,73.74,326.7,3408.77
2024-03,TRK_H_002,439917,879.84,410331,820.66,227887,455.78,,154.41,59.82,234.31,2604.82
2024-03,TRK_H_003,82820,165.64,74044,148.09,37214,74.43,,23.84,9.47,44.08,465.55
2024-03,TRK_H_004,61164,122.33,62385,124.77,32076,64.15,,20.76,7.21,32.41,371.63
2024-03,TRK_H_005,23976,47.95,24354,48.71,12127,24.26,,7.46,3.3,12.65,144.33
2024-03,TRK_H_006,87419,174.84,79455,158.91,47497,95.0,,31.37,11.59,45.63,517.34
2024-03,TRK_H_007,29706,59.41,34135,68.27,16517,33.04,,11.65,4.55,15.54,192.46
2024-03,TRK_H_008,38708,77.42,38642,77.28,19806,39.61,,14.04,5.74,19.89,233.98
2024-03,TRK_H_009,58360,116.72,55667,111.33,30202,60.41,,22.18,8.78,35.54,354.96
2024-03,TRK_H_010,65273,130.55,66672,133.35,30880,61.76,,21.81,9.19,32.54,389.2
2024-03,TRK_H_011,76916,153.83,68304,136.61,38038,76.08,,21.75,9.33,36.26,433.86
2024-03,TRK_H_012,75044,150.09,75350,150.7,41494,82.99,,26.76,10.04,44.44,465.02
2024-03,TRK_H_013,86012,172.03,96856,193.71,41943,83.89,,27.88,11.19,42.97,531.67
2024-03,TRK_H_014,34174,68.35,31108,62.22,15725,31.45,,10.95,5.04,17.53,195.54
2024-03,TRK_H_015,62126,124.25,58496,116.99,27665,55.33,,17.62,7.23,32.72,354.14
2024-03,TRK_H_016,38368,76.74,32781,65.56,17221,34.44,,12.02,4.57,17.26,210.59
2024-03,TRK_H_017,69355,138.71,72229,144.46,30529,61.06,,21.06,9.11,36.45,410.85
2024-03,TRK_H_018,21950,43.9,19143,38.29,10347,20.7,,6.79,2.46,10.97,123.11
2024-03,TRK_H_019,93619,187.24,98241,196.48,47225,94.45,,32.78,12.1,57.28,580.33
2024-03,TRK_H_020,55722,111.44,63477,126.96,27768,55.54,,20.54,7.57,34.99,357.04
2024-03,TRK_H_021,72925,145.85,72780,145.56,37507,75.01,,27.72,10.21,40.95,445.3
2024-03,TRK_H_022,52646,105.29,62277,124.55,27370,54.74,,20.12,7.18,31.03,342.91
2024-03,TRK_H_023,44341,88.68,45727,91.46,23851,47.7,,16.81,7.06,23.46,275.17
2024-03,TRK_H_024,100909,201.82,96209,192.42,45920,91.84,,30.06,13.19,51.64,580.97
2024-03,TRK_H_025,25073,50.15,25763,51.53,14608,29.22,,8.31,3.54,16.16,158.91
2024-03,TRK_H_026,59310,118.62,52435,104.87,28049,56.1,,18.66,8.05,30.84,337.14
2024-03,TRK_H_027,51318,102.64,51091,102.18,25859,51.72,,17.72,6.24,25.66,306.16
2024-03,TRK_H_028,54434,108.87,57703,115.41,26239,52.48,,20.41,7.4,32.29,336.86
2024-03,TRK_H_029,88444,176.89,95465,190.93,47774,95.55,,33.85,11.39,51.8,560.41
2024-03,TRK_H_030,22886,45.77,21937,43.87,11046,22.09,,7.38,3.2,11.63,133.94
2024-03,TRK_H_031,75197,150.4,66209,132.42,35968,71.94,,23.96,10.39,35.69,424.8
2024-03,TRK_H_032,77174,154.35,84452,168.9,43418,86.84,,25.36,10.64,40.96,487.05
2024-03,TRK_H_033,39165,78.33,42937,85.88,19165,38.33,,13.31,5.92,20.46,242.23
2024-03,TRK_H_034,99224,198.45,109199,218.4,54274,108.55,,34.49,12.55,51.94,624.38
2024-03,TRK_H_035,38092,76.19,36913,73.83,20969,41.94,,13.47,5.06,22.27,232.76
2024-03,TRK_H_036,73543,147.09,69656,139.31,35230,70.46,,22.03,10.1,37.61,426.6
2024-03,TRK_H_037,32363,64.73,31883,63.77,16249,32.5,,9.08,3.78,17.43,191.29
2024-03,TRK_H_038,31852,63.71,34365,68.73,17983,35.97,,12.27,4.36,17.67,202.71
2024-03,TRK_H_039,97637,195.27,94256,188.51,51731,103.46,,36.25,13.01,53.08,589.58
2024-03,TRK_H_040,20066,40.13,22165,44.33,10164,20.33,,7.49,3.1,10.78,126.16
2024-04,TRK_H_001,559319,1118.64,584919,1169.84,287357,574.71,375.06,168.91,71.22,272.31,3750.69
2024-04,TRK_H_002,393086,786.17,404350,808.7,211327,422.66,309.51,142.0,51.53,244.97,2765.54
2024-04,TRK_H_003,94775,189.55,99423,198.85,52090,104.18,67.41,34.42,13.73,53.34,661.48
2024-04,TRK_H_004,56207,112.41,67367,134.74,27866,55.73,37.96,19.14,8.17,34.55,402.7
2024-04,TRK_H_005,31441,62.88,29523,59.05,16868,33.74,20.54,10.45,4.09,15.61,206.36
2024-04,TRK_H_006,69187,138.38,65804,131.61,38447,76.89,51.57,25.44,9.76,39.55,473.2
2024-04,TRK_H_007,27705,55.41,30035,60.07,15461,30.92,20.54,10.4,4.17,15.94,197.45
2024-04,TRK_H_008,48192,96.39,42326,84.65,24033,48.07,30.51,14.1,6.4,23.65,303.77
2024-04,TRK_H_009,59015,118.03,56465,112.93,32054,64.11,38.43,19.92,7.14,33.09,393.65
2024-04,TRK_H_010,71716,143.43,60112,120.23,34535,69.07,41.84,21.43,9.3,38.86,444.16
2024-04,TRK_H_011,67497,135.0,70734,141.47,33133,66.27,41.21,23.99,9.19,39.5,456.63
2024-04,TRK_H_012,79601,159.2,72442,144.89,37976,75.95,55.83,28.34,11.01,45.71,520.93
2024-04,TRK_H_013,87536,175.07,99378,198.76,43926,87.85,61.39,29.54,11.47,46.1,610.18
2024-04,TRK_H_014,26597,53.19,23033,46.07,13325,26.65,16.04,8.32,3.23,13.18,166.68
2024-04,TRK_H_015,39249,78.5,40318,80.64,20067,40.13,29.59,14.55,5.76,24.23,273.4
2024-04,TRK_H_016,40016,80.03,38318,76.64,17072,34.14,25.01,12.06,5.35,21.01,254.24
2024-04,TRK_H_017,70041,140.08,71373,142.75,33103,66.21,41.49,24.39,9.11,36.28,460.31
2024-04,TRK_H_018,25233,50.47,23175,46.35,12280,24.56,17.13,8.47,3.62,12.28,162.88
2024-04,TRK_H_019,86131,172.26,76587,153.18,45994,91.99,62.06,28.5,12.05,45.6,565.64
2024-04,TRK_H_020,53588,107.18,46420,92.84,23605,47.21,35.08,16.38,7.35,27.8,333.84
2024-04,TRK_H_021,82248,164.5,84073,168.15,41723,83.45,51.04,28.15,10.41,44.84,550.54
2024-04,TRK_H_022,56163,112.33,54955,109.91,24903,49.81,34.57,15.67,7.15,29.41,358.85
2024-04,TRK_H_023,43515,87.03,43464,86.93,20851,41.7,26.57,13.73,6.05,23.03,285.04
2024-04,TRK_H_024,75172,150.35,67203,134.41,36440,72.88,50.88,23.76,9.65,38.93,480.86
2024-04,TRK_H_025,31200,62.4,28281,56.56,13906,27.81,21.04,9.61,3.94,14.95,196.31
2024-04,TRK_H_026,72548,145.1,64552,129.1,35337,70.67,44.59,20.63,9.12,34.88,454.09
2024-04,TRK_H_027,46397,92.79,45777,91.56,22287,44.57,28.37,14.87,5.74,22.4,300.3
2024-04,TRK_H_028,45183,90.37,44265,88.53,21567,43.13,31.69,15.51,6.76,25.78,301.77
2024-04,TRK_H_029,106951,213.9,113637,227.28,56996,113.99,76.13,39.34,15.09,59.73,745.46
2024-04,TRK_H_030,22332,44.67,21385,42.77,10811,21.62,13.59,6.48,2.62,12.25,144.0
2024-04,TRK_H_031,60112,120.23,69542,139.08,32086,64.17,41.02,22.09,8.72,34.06,429.37
2024-04,TRK_H_032,81120,162.24,76897,153.8,42009,84.02,49.31,25.42,10.81,39.52,525.12
2024-04,TRK_H_033,37204,74.41,36616,73.23,19054,38.11,24.59,14.15,5.72,19.84,250.05
2024-04,TRK_H_034,97769,195.54,99061,198.12,46195,92.39,59.76,30.19,12.04,50.92,638.96
2024-04,TRK_H_035,42167,84.33,37260,74.52,20127,40.25,27.21,13.02,4.87,20.87,265.07
2024-04,TRK_H_036,69652,139.31,63114,126.23,34412,68.82,42.4,22.5,8.74,36.03,444.03
2024-04,TRK_H_037,27867,55.74,27170,54.34,13945,27.89,19.74,8.8,3.34,15.96,185.81
2024-04,TRK_H_038,32009,64.02,27108,54.22,14470,28.94,19.72,9.21,4.1,14.74,194.95
2024-04,TRK_H_039,111445,222.89,118841,237.68,51723,103.45,74.03,37.32,14.71,56.71,746.79
2024-04,TRK_H_040,16284,32.57,15056,30.11,8161,16.32,9.65,5.17,2.04,8.63,104.49
2024-05,TRK_H_001,649243,1298.49,687017,1374.04,341963,683.93,409.09,205.23,89.17,360.4,4420.35
2024-05,TRK_H_002,319332,638.67,364017,728.03,165827,331.65,234.4,122.78,51.13,180.58,2287.24
2024-05,TRK_H_003,79935,159.87,83877,167.76,44164,88.33,54.71,29.5,10.84,45.77,556.78
2024-05,TRK_H_004,69642,139.29,65500,131.0,31131,62.26,42.98,20.74,9.77,36.2,442.24
2024-05,TRK_H_005,32576,65.15,36845,73.69,17550,35.1,20.61,10.4,4.54,17.77,227.26
2024-05,TRK_H_006,85879,171.76,74240,148.48,35557,71.11,48.26,24.58,11.55,38.56,514.3
2024-05,TRK_H_007,32225,64.45,31283,62.57,14631,29.26,18.66,9.4,3.91,16.06,204.31
2024-05,TRK_H_008,53094,106.19,49349,98.7,23745,47.49,33.06,15.49,6.56,24.02,331.51
2024-05,TRK_H_009,68890,137.78,69143,138.29,37169,74.34,47.13,23.66,9.39,39.51,470.1
2024-05,TRK_H_010,63828,127.66,74410,148.82,34693,69.39,49.17,21.59,9.93,39.2,465.76
2024-05,TRK_H_011,58638,117.28,68720,137.44,33710,67.42,39.75,23.34,9.36,31.18,425.77
2024-05,TRK_H_012,90828,181.66,88790,177.58,44116,88.23,64.01,30.81,13.45,50.04,605.78
2024-05,TRK_H_013,86475,172.95,90906,181.81,43697,87.39,63.14,30.68,13.29,48.54,597.8
2024-05,TRK_H_014,30205,60.41,33614,67.23,17233,34.47,22.74,9.91,4.55,17.61,216.92
2024-05,TRK_H_015,62434,124.87,55967,111.93,27618,55.24,43.95,21.04,8.49,33.93,399.45
2024-05,TRK_H_016,38364,76.73,38333,76.67,16338,32.68,23.9,12.01,4.93,18.67,245.59
2024-05,TRK_H_017,93803,187.61,84670,169.34,46301,92.6,64.36,31.58,13.46,54.29,613.24
2024-05,TRK_H_018,22119,44.24,19728,39.46,11017,22.04,12.83,6.48,2.89,10.51,138.45
2024-05,TRK_H_019,109350,218.7,91935,183.87,51484,102.97,63.28,35.46,12.54,58.26,675.08
2024-05,TRK_H_020,62782,125.56,53040,106.08,30298,60.6,39.25,18.08,8.3,32.15,390.02
2024-05,TRK_H_021,88871,177.74,88430,176.86,46841,93.68,62.2,26.65,11.42,49.24,597.79
2024-05,TRK_H_022,72963,145.93,76768,153.54,34245,68.49,45.92,21.98,9.55,36.78,482.19
2024-05,TRK_H_023,52906,105.81,47792,95.58,26157,52.31,35.72,18.02,6.57,25.68,339.69
2024-05,TRK_H_024,110974,221.95,95959,191.92,46803,93.61,73.76,37.43,13.31,53.95,685.93
2024-05,TRK_H_025,28423,56.85,34435,68.87,14876,29.75,20.28,9.75,3.87,16.47,205.84
2024-05,TRK_H_026,60453,120.91,66945,133.89,29418,58.84,42.22,20.22,8.14,32.92,417.14
2024-05,TRK_H_027,45487,90.98,46985,93.97,21787,43.57,31.11,16.81,5.76,23.62,305.82
2024-05,TRK_H_028,67968,135.94,61726,123.45,29360,58.72,42.47,21.91,8.04,34.34,424.87
2024-05,TRK_H_029,100323,200.65,111631,223.26,49047,98.09,69.08,34.95,12.99,52.15,691.17
2024-05,TRK_H_030,28161,56.32,25001,50.0,12586,25.17,18.69,8.61,3.58,13.36,175.73
2024-05,TRK_H_031,53500,107.0,55351,110.7,28129,56.26,37.29,20.15,7.96,30.67,370.03
2024-05,TRK_H_032,66354,132.71,63892,127.79,33282,66.56,43.53,20.3,9.21,32.43,432.53
2024-05,TRK_H_033,53174,106.35,50172,100.34,25771,51.54,34.93,17.34,7.98,30.11,348.59
2024-05,TRK_H_034,112551,225.1,120834,241.67,57743,115.49,76.66,39.0,16.16,63.8,777.88
2024-05,TRK_H_035,50305,100.61,51583,103.17,26102,52.21,37.24,18.17,7.5,28.02,346.92
2024-05,TRK_H_036,72446,144.89,72900,145.8,35349,70.7,52.66,25.69,10.82,36.62,487.18
2024-05,TRK_H_037,38657,77.32,35855,71.71,21293,42.59,27.7,13.8,5.12,18.65,256.89
2024-05,TRK_H_038,44071,88.14,40542,81.08,21507,43.02,26.85,14.68,5.84,19.62,279.23
2024-05,TRK_H_039,106073,212.15,99249,198.5,56382,112.77,74.19,34.51,14.65,57.87,704.64
2024-05,TRK_H_040,23345,46.69,19895,39.79,11880,23.76,13.39,7.32,2.9,10.79,144.64
2024-06,TRK_H_001,499174,998.35,445999,892.0,213325,426.65,281.66,163.27,63.54,263.89,3089.36
2024-06,TRK_H_002,398918,797.84,380939,761.88,178873,357.75,248.91,131.61,52.24,186.6,2536.83
2024-06,TRK_H_003,106254,212.51,114712,229.43,57801,115.6,72.25,39.98,14.71,55.61,740.09
2024-06,TRK_H_004,73542,147.09,71109,142.22,36657,73.31,51.79,24.53,9.06,36.32,484.32
2024-06,TRK_H_005,24892,49.79,28690,57.38,12921,25.84,16.6,8.69,3.69,13.64,175.63
2024-06,TRK_H_006,74378,148.76,70824,141.65,33514,67.03,51.59,22.45,9.88,37.65,479.01
2024-06,TRK_H_007,19766,39.53,19883,39.77,9990,19.98,15.94,7.49,2.77,11.95,137.43
2024-06,TRK_H_008,36740,73.48,43187,86.37,20292,40.59,28.26,14.02,4.96,22.53,270.21
2024-06,TRK_H_009,55010,110.02,54179,108.36,28887,57.77,36.69,20.02,7.65,29.04,369.55
2024-06,TRK_H_010,54272,108.54,61257,122.52,30887,61.78,37.88,18.61,7.62,27.6,384.55
2024-06,TRK_H_011,68485,136.97,73298,146.6,34225,68.45,49.5,23.01,8.44,36.61,469.58
2024-06,TRK_H_012,70464,140.93,65810,131.62,31978,63.96,50.95,21.91,9.45,40.38,459.2
2024-06,TRK_H_013,88772,177.54,90887,181.77,45832,91.66,58.8,31.39,12.97,47.82,601.95
2024-06,TRK_H_014,29627,59.25,31592,63.18,14370,28.74,21.6,9.59,3.91,15.74,202.01
2024-06,TRK_H_015,46102,92.2,39941,79.88,20783,41.57,32.17,14.46,6.0,24.12,290.4
2024-06,TRK_H_016,39194,78.39,37882,75.77,21044,42.09,27.91,14.38,5.69,21.31,265.54
2024-06,TRK_H_017,96809,193.62,98330,196.66,45879,91.76,56.0,31.64,12.09,47.33,629.1
2024-06,TRK_H_018,25374,50.75,24977,49.95,12839,25.68,15.96,8.11,3.1,13.64,167.19
2024-06,TRK_H_019,105035,210.07,88871,177.74,49230,98.46,61.77,34.54,12.97,52.25,647.8
2024-06,TRK_H_020,68002,136.0,64651,129.3,33587,67.18,41.47,22.31,8.17,37.77,442.2
2024-06,TRK_H_021,80521,161.04,71588,143.18,36183,72.37,57.08,26.3,11.19,40.74,511.9
2024-06,TRK_H_022,74714,149.43,67515,135.03,36935,73.87,45.14,23.39,8.83,36.51,472.2
2024-06,TRK_H_023,46165,92.33,41975,83.95,19654,39.31,30.69,14.97,5.9,22.5,289.65
2024-06,TRK_H_024,93244,186.49,86692,173.38,49967,99.94,68.16,31.65,13.47,46.45,619.54
2024-06,TRK_H_025,26011,52.02,26884,53.77,12296,24.59,17.47,8.42,3.35,13.73,173.35
2024-06,TRK_H_026,64300,128.6,54442,108.88,32606,65.21,42.96,21.45,7.84,31.54,406.48
2024-06,TRK_H_027,38634,77.27,44346,88.69,22719,45.44,27.95,12.92,5.13,21.88,279.28
2024-06,TRK_H_028,51775,103.55,46624,93.25,26356,52.71,33.06,16.28,6.95,29.64,335.44
2024-06,TRK_H_029,95344,190.69,100976,201.95,47030,94.06,62.71,30.96,12.6,52.4,645.37
2024-06,TRK_H_030,32369,64.74,30499,61.0,14351,28.7,19.07,9.63,3.78,16.95,203.87
2024-06,TRK_H_031,65444,130.89,71005,142.01,33066,66.13,47.5,24.41,8.34,33.1,452.38
2024-06,TRK_H_032,63854,127.71,60169,120.34,31742,63.49,43.66,20.29,8.95,29.73,414.17
2024-06,TRK_H_033,48716,97.43,44406,88.81,22463,44.93,29.81,15.95,5.91,28.46,311.3
2024-06,TRK_H_034,123195,246.39,132412,264.83,69748,139.5,90.83,38.9,17.26,65.14,862.85
2024-06,TRK_H_035,35984,71.97,40019,80.04,17750,35.5,25.13,11.76,4.64,19.23,248.27
2024-06,TRK_H_036,81185,162.37,83458,166.92,36978,73.96,50.67,24.0,10.38,40.93,529.23
2024-06,TRK_H_037,36165,72.33,32624,65.25,17762,35.53,22.92,10.1,4.38,19.1,229.61
2024-06,TRK_H_038,32877,65.75,29727,59.45,15520,31.04,20.29,9.77,3.94,16.17,206.41
2024-06,TRK_H_039,76246,152.49,83805,167.61,43047,86.1,56.07,28.61,11.39,42.34,544.61
2024-06,TRK_H_040,18536,37.07,15818,31.64,9227,18.46,11.21,5.91,2.19,8.16,114.64
2024-07,TRK_H_001,704371,1408.74,632741,1265.48,333685,667.37,467.71,221.65,81.68,351.53,4464.16
2024-07,TRK_H_002,368683,737.37,343075,686.15,165686,331.37,246.42,111.29,46.05,168.38,2327.03
2024-07,TRK_H_003,110383,220.77,101909,203.82,50743,101.49,72.76,34.11,13.62,55.93,702.5
2024-07,TRK_H_004,60243,120.49,55343,110.69,28915,57.83,36.06,18.31,7.7,28.5,379.58
2024-07,TRK_H_005,27402,54.8,26808,53.62,14025,28.05,17.92,9.16,3.95,16.77,184.27
2024-07,TRK_H_006,81760,163.52,84786,169.57,39657,79.31,49.32,24.45,10.61,38.3,535.08
2024-07,TRK_H_007,24407,48.82,24221,48.44,12064,24.13,17.36,8.42,2.9,11.72,161.79
2024-07,TRK_H_008,55456,110.91,56361,112.72,24925,49.85,31.17,15.52,7.36,27.89,355.42
2024-07,TRK_H_009,61221,122.44,64159,128.32,32247,64.5,41.1,19.17,8.56,34.26,418.35
2024-07,TRK_H_010,57164,114.33,65497,130.99,29115,58.23,44.2,19.13,8.72,30.48,406.08
2024-07,TRK_H_011,68866,137.73,61172,122.35,35286,70.57,45.4,23.49,8.33,34.18,442.05
2024-07,TRK_H_012,74958,149.92,78212,156.42,40844,81.69,53.1,24.08,11.1,44.01,520.32
2024-07,TRK_H_013,79214,158.43,90748,181.5,44915,89.83,56.59,25.51,11.83,42.75,566.44
2024-07,TRK_H_014,38939,77.88,38177,76.36,18735,37.47,24.25,11.89,4.88,20.5,253.23
